catalog_food_id,slug,name_tr,name_en,category_tr,category_en,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g,default_portion_label_tr,default_portion_label_en,default_portion_grams,aliases_tr,aliases_en,tags,search_text_tr,search_text_en,source_type,source_name,source_food_id,confidence,review_status,visible
191,nohut_yemegi,Nohut Yemeği,,Baklagil,Legumes,130,6,18,4,0,0,0,1 Porsiyon,,200,"Nohut Yemeği, nohut yemeği, nohut yemegi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein","Nohut Yemeği Nohut Yemeği, nohut yemeği, nohut yemegi Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
192,bamya_yemegi,Bamya Yemeği,,Genel,General,90,2,10,4.5,0,0,0,1 Porsiyon,,200,"Bamya Yemeği, bamya yemeği, bamya yemegi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Bamya Yemeği Bamya Yemeği, bamya yemeği, bamya yemegi Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
193,mucver,Mücver,,Genel,General,160,5.3333,12,10.6667,0,0,0,1 Porsiyon,,150,"Mücver, mücver, mucver",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Mücver Mücver, mücver, mucver Genel Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
194,patates_salatasi,Patates Salatası,,Sebze,Vegetable,120,2,16,5.3333,0,0,0,1 Porsiyon,,150,"Patates Salatası, patates salatası, patates salatasi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Patates Salatası Patates Salatası, patates salatası, patates salatasi Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
195,coban_salata,Çoban Salata,,Genel,General,42.5,1,5,2,0,0,0,1 Kase,,200,"Çoban Salata, çoban salata, coban salata",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Çoban Salata Çoban Salata, çoban salata, coban salata Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
196,piyaz,Piyaz,,Genel,General,110,5,14,4,0,0,0,1 Porsiyon,,200,"Piyaz, piyaz",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif, Yüksek Protein","Piyaz Piyaz, piyaz Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
197,falafel,Falafel,,Genel,General,285,12.5,27.5,15,0,0,0,1 Adet,,20,"Falafel, falafel",,"Vegan, Vejetaryen, Laktozsuz, Deniz Ürünsüz, Yüksek Lif","Falafel Falafel, falafel Genel Vegan, Vejetaryen, Laktozsuz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
198,lahana_sarmasi,Lahana Sarması,,Yemek,Prepared Dish,120,5,14,5,0,0,0,1 Adet,,100,"Lahana Sarması, lahana sarması, lahana sarmasi",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Lahana Sarması Lahana Sarması, lahana sarması, lahana sarmasi Yemek Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
199,ispanak_yemegi,Ispanak Yemeği,,Sebze,Vegetable,70,2.5,5,4.5,0,0,0,1 Porsiyon,,200,"Ispanak Yemeği, ıspanak yemeği, ispanak yemegi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Ispanak Yemeği Ispanak Yemeği, ıspanak yemeği, ispanak yemegi Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
200,firin_makarna,Fırın Makarna,,Tahıl & Ekmek,Grains & Bread,168,6.4,20.8,6.4,0,0,0,1 Porsiyon,,250,"Fırın Makarna, fırın makarna, firin makarna",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Fırın Makarna Fırın Makarna, fırın makarna, firin makarna Tahıl & Ekmek Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
201,balik_tava,Balık Tava,,Balık & Deniz,Fish & Seafood,160,12,9,9,0,0,0,1 Porsiyon,,200,"Balık Tava, balık tava, balik tava",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein","Balık Tava Balık Tava, balık tava, balik tava Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
202,midye_tava,Midye Tava,,Balık & Deniz,Fish & Seafood,186.6667,9.3333,14.6667,10.6667,0,0,0,1 Porsiyon,,150,"Midye Tava, midye tava",,"Glutensiz, Laktozsuz, Kuruyemişsiz","Midye Tava Midye Tava, midye tava Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
203,kumpir,Kumpir,,Genel,General,128.5714,3.4286,16.5714,5.1429,0,0,0,1 Adet,,350,"Kumpir, kumpir",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Kumpir Kumpir, kumpir Genel Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
204,durum_tavuk,Dürüm (Tavuk),,Et & Tavuk,Meat & Poultry,192,11.2,19.2,7.2,0,0,0,1 Adet,,250,"Dürüm (Tavuk), Dürüm, dürüm tavuk, dürüm, durum tavuk",,"Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Dürüm (Tavuk) Dürüm (Tavuk), Dürüm, dürüm tavuk, dürüm, durum tavuk Et & Tavuk Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
205,yayla_corbasi,Yayla Çorbası,,Çorba,Soup,58,2,7.2,2.4,0,0,0,1 Kase,,250,"Yayla Çorbası, yayla çorbası, yayla corbasi",,"Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Yayla Çorbası Yayla Çorbası, yayla çorbası, yayla corbasi Çorba Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
206,sehirye_corbasi,Şehriye Çorbası,,Çorba,Soup,52,1.6,8,1.6,0,0,0,1 Kase,,250,"Şehriye Çorbası, şehriye çorbası, sehirye corbasi",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Şehriye Çorbası Şehriye Çorbası, şehriye çorbası, sehirye corbasi Çorba Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
207,dugun_corbasi,Düğün Çorbası,,Çorba,Soup,64,3.2,5.6,3.2,0,0,0,1 Kase,,250,"Düğün Çorbası, düğün çorbası, dugun corbasi",,"Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Düğün Çorbası Düğün Çorbası, düğün çorbası, dugun corbasi Çorba Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
208,brokoli_corbasi,Brokoli Çorbası,,Çorba,Soup,44,2,4.8,2,0,0,0,1 Kase,,250,"Brokoli Çorbası, brokoli çorbası, brokoli corbasi",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Brokoli Çorbası Brokoli Çorbası, brokoli çorbası, brokoli corbasi Çorba Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
209,yuksuk_corbasi,Yüksük Çorbası,,Çorba,Soup,62,2.4,8.8,2,0,0,0,1 Kase,,250,"Yüksük Çorbası, yüksük çorbası, yuksuk corbasi",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Yüksük Çorbası Yüksük Çorbası, yüksük çorbası, yuksuk corbasi Çorba Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
210,tahin_pekmez,Tahin Pekmez,,Genel,General,490,10,70,20,0,0,0,1 Porsiyon,,40,"Tahin Pekmez, tahin pekmez",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz","Tahin Pekmez Tahin Pekmez, tahin pekmez Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
211,krep,Krep,,Genel,General,225,7.5,30,8.75,0,0,0,1 Adet,,80,"Krep, krep",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Krep Krep, krep Genel Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
212,waffle,Waffle,,Genel,General,291,7,38,12,0,0,0,1 Adet,,100,"Waffle, waffle",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Waffle Waffle, waffle Genel Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
213,pogaca_zeytinli,Poğaça (Zeytinli),,Tahıl & Ekmek,Grains & Bread,350,7.5,40,17.5,0,0,0,1 Adet,,80,"Poğaça (Zeytinli), Poğaça, poğaça zeytinli, poğaça, pogaca zeytinli",,"Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Poğaça (Zeytinli) Poğaça (Zeytinli), Poğaça, poğaça zeytinli, poğaça, pogaca zeytinli Tahıl & Ekmek Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
214,aycicek_yagi,Ayçiçek Yağı,,Genel,General,900,0,0,100,0,0,0,1 Yemek Kaşığı,,10,"Ayçiçek Yağı, ayçiçek yağı, aycicek yagi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Keto","Ayçiçek Yağı Ayçiçek Yağı, ayçiçek yağı, aycicek yagi Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
215,antep_fistigi,Antep Fıstığı,,Genel,General,600,20,25,50,0,0,0,1 Adet,,2,"Antep Fıstığı, antep fıstığı, antep fistigi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein","Antep Fıstığı Antep Fıstığı, antep fıstığı, antep fistigi Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
216,kaju,Kaju,,Genel,General,523.3333,16.6667,30,40,0,0,0,1 Kase,,30,"Kaju, kaju",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein","Kaju Kaju, kaju Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
217,leblebi,Leblebi,,Genel,General,400,20,60,6.6667,0,0,0,1 Kase,,30,"Leblebi, leblebi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Leblebi Leblebi, leblebi Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
218,karisik_kuruyemis,Karışık Kuruyemiş,,Genel,General,583.3333,16.6667,20,50,0,0,0,1 Kase,,30,"Karışık Kuruyemiş, karışık kuruyemiş, karisik kuruyemis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein","Karışık Kuruyemiş Karışık Kuruyemiş, karışık kuruyemiş, karisik kuruyemis Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
219,biskuvi_petibor,Bisküvi (Petibör),,Genel,General,520,8,75,20,0,0,0,1 Adet,,10,"Bisküvi (Petibör), Bisküvi, bisküvi petibör, bisküvi, biskuvi petibor",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Bisküvi (Petibör) Bisküvi (Petibör), Bisküvi, bisküvi petibör, bisküvi, biskuvi petibor Genel Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
220,cikolata_sutlu,Çikolata (Sütlü),,Süt Ürünleri,Dairy,500,6.6667,53.3333,30,0,0,0,1 Adet,,30,"Çikolata (Sütlü), Çikolata, çikolata sütlü, çikolata, cikolata sutlu",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Çikolata (Sütlü) Çikolata (Sütlü), Çikolata, çikolata sütlü, çikolata, cikolata sutlu Süt Ürünleri Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
221,gofret,Gofret,,Genel,General,466.6667,6.6667,60,23.3333,0,0,0,1 Adet,,30,"Gofret, gofret",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Gofret Gofret, gofret Genel Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
222,cips_patates,Cips (Patates),,Sebze,Vegetable,506.6667,6.6667,50,33.3333,0,0,0,1 Porsiyon,,30,"Cips (Patates), Cips, cips patates, cips",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Cips (Patates) Cips (Patates), Cips, cips patates, cips Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
223,kraker,Kraker,,Genel,General,400,10,60,13.3333,0,0,0,1 Porsiyon,,30,"Kraker, kraker",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Kraker Kraker, kraker Genel Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
224,popcorn,Popcorn,,Genel,General,310,10,40,13.3333,0,0,0,1 Kase,,30,"Popcorn, popcorn",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Popcorn Popcorn, popcorn Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
225,granola_bar,Granola Bar,,Tahıl & Ekmek,Grains & Bread,475,10,70,17.5,0,0,0,1 Adet,,40,"Granola Bar, granola bar",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Granola Bar Granola Bar, granola bar Tahıl & Ekmek Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
226,irmik_helvasi,İrmik Helvası,,Tatlı,Dessert,280,4,38,13,0,0,0,1 Porsiyon,,100,"İrmik Helvası, irmik helvası, irmik helvasi",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","İrmik Helvası İrmik Helvası, irmik helvası, irmik helvasi Tatlı Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
227,lokma,Lokma,,Genel,General,300,4,40,14,0,0,0,1 Adet,,25,"Lokma, lokma",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Lokma Lokma, lokma Genel Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
228,tursu_karisik,Turşu (Karışık),,Genel,General,40,1,8,0.2,0,0,0,1 Porsiyon,,50,"Turşu (Karışık), Turşu, turşu karışık, turşu, tursu karisik",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Turşu (Karışık) Turşu (Karışık), Turşu, turşu karışık, turşu, tursu karisik Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
229,peynirli_tost,Peynirli Tost,,Süt Ürünleri,Dairy,226.6667,9.3333,24,10.6667,0,0,0,1 Adet,,150,"Peynirli Tost, peynirli tost",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Peynirli Tost Peynirli Tost, peynirli tost Süt Ürünleri Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
230,sucuklu_pide,Sucuklu Pide,,Et & Tavuk,Meat & Poultry,272,11.2,28.8,12.8,0,0,0,1 Adet,,250,"Sucuklu Pide, sucuklu pide",,"Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Sucuklu Pide Sucuklu Pide, sucuklu pide Et & Tavuk Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
231,tavuklu_salata,Tavuklu Salata,,Et & Tavuk,Meat & Poultry,88,9.6,4,4,0,0,0,1 Kase,,250,"Tavuklu Salata, tavuklu salata",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Akdeniz","Tavuklu Salata Tavuklu Salata, tavuklu salata Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
232,ton_salata,Ton Salata,,Genel,General,97.5,11,4,4.5,0,0,0,1 Kase,,200,"Ton Salata, ton salata",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Akdeniz","Ton Salata Ton Salata, ton salata Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
233,mercimek_salatasi,Mercimek Salatası,,Baklagil,Legumes,90,5,13,2.5,0,0,0,1 Kase,,200,"Mercimek Salatası, mercimek salatası, mercimek salatasi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein, Akdeniz","Mercimek Salatası Mercimek Salatası, mercimek salatası, mercimek salatasi Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
234,zeytinyagli_enginar,Zeytinyağlı Enginar,,Yağ & Sos,Oils & Sauces,80,2,7,5,0,0,0,1 Porsiyon,,200,"Zeytinyağlı Enginar, zeytinyağlı enginar, zeytinyagli enginar",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Zeytinyağlı Enginar Zeytinyağlı Enginar, zeytinyağlı enginar, zeytinyagli enginar Yağ & Sos Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
235,fasulye_pilaki,Fasulye Pilaki,,Baklagil,Legumes,105,3.5,15,3.5,0,0,0,1 Porsiyon,,200,"Fasulye Pilaki, fasulye pilaki",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Fasulye Pilaki Fasulye Pilaki, fasulye pilaki Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
236,karniyarik_kiyma,Karnıyarık (Kıymalı),,Yemek,Prepared Dish,136,6.4,7.2,9.6,0,0,0,1 Porsiyon,,250,"Karnıyarık (Kıymalı), Karnıyarık, karnıyarık kıymalı, karnıyarık, karniyarik kiyma",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Karnıyarık (Kıymalı) Karnıyarık (Kıymalı), Karnıyarık, karnıyarık kıymalı, karnıyarık, karniyarik kiyma Yemek Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
237,tavuk_sote,Tavuk Sote,,Et & Tavuk,Meat & Poultry,130,16,4,5.5,0,0,0,1 Porsiyon,,200,"Tavuk Sote, tavuk sote",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Tavuk Sote Tavuk Sote, tavuk sote Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
238,balik_izgara,Balık (Izgara),,Balık & Deniz,Fish & Seafood,137.3333,22.6667,0,4.6667,0,0,0,1 Porsiyon,,150,"Balık (Izgara), Balık, balık ızgara, balık, balik izgara",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto","Balık (Izgara) Balık (Izgara), Balık, balık ızgara, balık, balik izgara Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
239,muzlu_sut,Muzlu Süt,,Süt Ürünleri,Dairy,72,2.8,11.2,1.6,0,0,0,1 Bardak,,250,"Muzlu Süt, muzlu süt, muzlu sut",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Muzlu Süt Muzlu Süt, muzlu süt, muzlu sut Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
240,cay_sutlu,Çay (Sütlü),,Süt Ürünleri,Dairy,30,1,4,1,0,0,0,1 Fincan,,150,"Çay (Sütlü), Çay, çay sütlü, çay, cay sutlu",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Çay (Sütlü) Çay (Sütlü), Çay, çay sütlü, çay, cay sutlu Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
